UMAP1,UMAP2,leiden,cell_type,is_KC,rut_expression
-0.7582182,2.9896843,55,Tm20,0,0.0
-0.4932395,-2.3685226,48,25,0,1.0
-0.018352183,0.27905875,56,113,0,1.0
-6.600745,11.300727,50,T2a,0,1.0
1.4374943,6.0596676,53,T4/T5,0,0.0
-0.39964586,9.946263,49,5,0,1.0
-9.456049,-2.9154003,50,Pm1-3,0,1.0
2.23916,7.258892,53,T4/T5,0,0.0
3.656807,6.435616,53,T4/T5,0,2.0
-3.1326067,5.3414173,50,Tm2,0,0.0
-3.052876,8.280957,51,26,0,2.0
-2.5599597,5.5873437,50,Tm2,0,0.0
-3.4482267,-3.7978697,49,63,0,0.0
-5.911953,10.938026,50,T2a,0,0.0
-2.2689471,-2.812187,48,82,0,0.0
9.666863,4.022158,51,ENS,0,0.0
-0.48490036,0.04478446,56,113,0,2.0
-10.921414,2.3957455,49,T2,0,1.0
3.2532988,0.9093897,54,158,0,0.0
0.9323285,1.7171795,56,57,0,0.0
-0.4577247,-4.70822,48,36,0,0.0
3.8802047,-2.8752646,50,24,0,1.0
-5.7772713,0.81993973,49,Mi9,0,0.0
-3.6779425,0.6325798,49,109,0,1.0
-3.566391,0.74766886,49,109,0,2.0
2.1784031,-2.423856,49,114,0,1.0
-9.019483,6.182311,50,A/B-KC,1,1.0
-1.279497,1.5595288,55,83,0,0.0
-2.7271283,2.3869998,55,127,0,0.0
-1.1553867,-9.941321,49,dFB_B,0,2.0
-7.04879,0.12013121,51,TmY5a,0,3.0
-3.2095037,0.9629233,49,136,0,0.0
-1.368899,-4.158559,48,64,0,1.0
-5.951599,5.2363353,50,Tm9,0,1.0
8.804128,0.954683,50,CSM,0,0.0
-2.3460522,3.1687267,55,69,0,0.0
-0.45969415,0.5648256,56,34,0,1.0
-0.23266838,3.518912,55,Tm20,0,0.0
2.4556317,7.129044,53,T4/T5,0,0.0
2.2302911,-3.7146213,49,119,0,0.0
-6.252925,-0.059277147,51,126,0,1.0
2.418004,1.4063556,51,87,0,0.0
-8.376244,4.061292,52,Lawf2,0,1.0
-2.864948,-3.0738015,49,39,0,0.0
4.2635393,-1.5737592,54,15b,0,0.0
4.8089676,-1.2008584,54,15a,0,0.0
-0.8814361,-4.0614085,48,64,0,0.0
1.8399597,-1.017168,49,101,0,0.0
3.028369,-8.540527,52,157,0,2.0
-0.28093058,-5.020372,48,94,0,1.0
0.75209,0.8778198,56,34,0,1.0
-2.3724995,12.078576,52,Dm8/Dm11,0,0.0
-1.9471428,-5.578561,50,30,0,2.0
-1.9362887,-4.610167,50,100,0,6.0
-10.98696,7.7486925,49,G-KC,1,8.0
6.6921525,1.0599415,52,Lawf1,0,3.0
-9.516658,6.161752,50,A/B-KC,1,4.0
0.020887902,9.294396,49,5,0,0.0
7.3940105,3.7344544,51,33,0,0.0
-0.5871961,-4.474168,48,120,0,0.0
-1.1094956,-4.286228,48,11,0,0.0
-4.832979,3.0282605,52,61,0,0.0
-5.5878177,5.498463,50,Tm9,0,1.0
-6.735539,11.049726,50,T2a,0,0.0
1.9455432,-7.97893,52,49,0,0.0
-10.539878,-6.8636937,49,Mi1,0,1.0
2.195214,-9.209922,52,LLPC1,0,0.0
-10.894334,6.154184,49,A/B*-KC,1,2.0
-9.431579,8.974044,49,G-KC,1,0.0
-0.41197252,-5.1035905,48,36,0,0.0
2.4234056,-4.360691,49,Clock_B,0,0.0
-11.56324,6.1699085,49,A/B*-KC,1,6.0
-5.150668,1.7003702,52,61,0,1.0
-1.1776023,-1.5633065,48,25,0,1.0
8.436975,-3.3313634,51,PLM,0,1.0
1.3935685,5.664445,53,T4/T5,0,0.0
-0.96543765,-5.11528,48,36,0,0.0
-0.6244134,-4.7217293,48,36,0,1.0
0.54002047,-7.862379,52,148,0,1.0
2.24448,6.0790195,53,T4/T5,0,0.0
-1.9848356,-3.5377395,48,82,0,1.0
-7.861212,0.089849986,51,TmY5a,0,0.0
-3.7836561,-4.0695176,49,35,0,2.0
1.1784317,3.3663778,52,TmY3,0,1.0
-1.1133308,-0.15052623,55,140,0,1.0
2.4687042,5.6701326,53,T4/T5,0,0.0
-0.58643174,-5.963755,49,94,0,0.0
-13.947092,-2.577502,50,T1,0,0.0
-0.9982548,-3.397185,48,11,0,0.0
2.019798,6.3956475,53,T4/T5,0,0.0
-5.393916,-1.6921067,49,42,0,0.0
-2.2857203,-1.914137,49,LC10a/b,0,1.0
-4.899014,3.1087732,52,61,0,0.0
-2.455721,12.287836,52,Dm8/Dm11,0,0.0
10.334871,-3.3159614,51,PNG,0,0.0
-9.458334,-2.891516,50,Pm1-3,0,0.0
0.08719266,-5.1050797,49,62,0,0.0
3.4561014,5.860311,53,T4/T5,0,0.0
-11.429478,8.434052,49,G-KC,1,5.0
-9.968389,8.852701,49,G-KC,1,7.0
-2.1052775,-3.8248782,48,12,0,1.0
-10.494389,-2.3669546,50,AstA/Nplp1,0,1.0
-9.371083,-2.8978124,50,Pm1-3,0,0.0
-8.161249,2.2477818,51,Tm3,0,0.0
-1.056975,0.9138429,56,69,0,0.0
-1.6485639,3.0924387,55,83,0,1.0
-9.110323,-2.6793208,50,Pm1-3,0,0.0
-6.579863,10.380536,50,T2a,0,0.0
6.51688,3.590547,51,33,0,1.0
-1.3282796,-5.537378,50,30,0,1.0
0.8046331,0.85950416,56,34,0,1.0
-2.6834052,4.4433293,50,Tm2,0,1.0
1.5257864,-13.384366,49,Tm1/TmY8,0,0.0
1.9533997,-13.486382,49,Tm1/TmY8,0,1.0
7.188618,3.599555,51,33,0,0.0
-0.78678024,-9.049482,49,195,0,0.0
-6.472969,10.316593,50,T2a,0,0.0
-1.1262733,-4.689591,48,11,0,0.0
1.6724294,-2.1600215,49,Dm12,0,1.0
-0.51319045,3.6842463,55,Tm20,0,0.0
10.514377,3.9681737,51,ENS,0,0.0
4.2370543,-1.0472711,54,15a,0,0.0
4.837862,-3.0058293,50,24,0,1.0
-5.569894,10.9612665,50,T2a,0,0.0
-13.005438,1.8842493,49,T3,0,0.0
-9.494531,8.287379,49,G-KC,1,1.0
-8.457879,-0.8091297,50,167,0,2.0
-2.8301122,-1.865686,49,89,0,2.0
-1.26933,-3.2357697,48,25,0,1.0
1.5095974,6.003046,53,T4/T5,0,1.0
8.34904,7.7061057,57,AST,0,0.0
-1.6428022,2.166951,55,69,0,0.0
-4.3044777,-4.868239,49,39,0,2.0
-8.394512,-1.5216306,50,154,0,1.0
-1.317271,-3.6969821,48,11,0,1.0
1.1570793,-4.148877,49,130,0,1.0
0.31405583,8.339251,49,5,0,0.0
1.4771239,6.48088,53,T4/T5,0,0.0
4.293733,0.18183275,54,Dm3,0,1.0
1.6986122,6.0743594,53,T4/T5,0,0.0
-6.2308154,9.841238,50,T2a,0,0.0
-4.6138763,7.491435,52,Tm4,0,0.0
-11.458336,2.0922515,49,T2,0,0.0
-7.3095927,-5.0684185,53,Poxn,0,0.0
-3.055962,-9.800609,49,Pm4,0,0.0
6.988021,3.4872577,51,33,0,0.0
-2.0977447,1.2644256,56,19,0,1.0
-0.117949635,0.97741175,56,34,0,1.0
-4.914936,1.0415652,49,Tm5c,0,1.0
1.8322653,-6.081803,49,23,0,2.0
0.023210604,-3.0010912,48,78,0,1.0
1.8150743,0.54419076,51,97,0,0.0
-2.3316429,-2.0034375,48,99,0,0.0
-9.333214,5.741562,50,A/B-KC,1,8.0
2.3942304,-5.011363,49,129,0,1.0
0.41365758,-5.479413,49,62,0,0.0
-2.2117298,-3.70669,48,82,0,1.0
0.8219509,-1.3191367,51,53,0,2.0
-1.136648,-3.3892298,48,38,0,2.0
3.1715655,5.845097,53,T4/T5,0,0.0
-1.7912036,1.1171187,56,19,0,0.0
-3.2490516,-6.482661,50,14,0,0.0
4.815257,-1.2132308,54,15a,0,0.0
7.762718,-4.8602657,53,PR,0,1.0
-13.941334,-2.4988856,50,T1,0,1.0
0.087999344,8.992611,49,5,0,0.0
-1.1518008,-2.0006385,48,71,0,0.0
-11.154645,2.4080114,49,T2,0,0.0
-11.515897,2.5553024,49,T2,0,1.0
2.1712878,0.099357314,54,72,0,0.0
3.2857475,-1.4665015,50,170,0,0.0
2.8467152,-2.6183991,49,132,0,0.0
-10.44291,-6.630676,49,Mi1,0,0.0
-6.0372615,11.040202,50,T2a,0,0.0
-7.434066,0.33865604,51,TmY5a,0,1.0
-6.643749,-3.2354095,49,181,0,0.0
0.6784178,-2.6357365,48,114,0,1.0
-1.0609982,-2.1230028,48,143,0,0.0
-4.831249,1.0426104,49,Tm5c,0,0.0
1.5449438,5.7969985,53,T4/T5,0,0.0
-6.651714,-1.8569353,49,Pm4,0,1.0
-2.2852328,-5.243895,50,66,0,1.0
-11.377737,2.6523323,49,T2,0,0.0
-1.5691929,-3.0553167,48,11,0,0.0
9.106641,-4.129122,51,PLM,0,0.0
-2.3863695,1.5380408,56,19,0,1.0
1.1423727,-7.1499352,52,6,0,0.0
7.7003307,3.9935048,51,33,0,0.0
-6.0275354,4.7805552,50,Tm9,0,0.0
-5.952608,-1.5857116,49,42,0,3.0
-6.4944386,10.383796,50,T2a,0,0.0
-1.6608016,-5.607258,50,30,0,1.0
3.001587,-7.082021,52,108,0,2.0
-5.9890246,5.5860357,50,Tm9,0,2.0
-2.9088604,-0.6917511,49,104,0,0.0
1.563675,6.715969,53,T4/T5,0,0.0
-3.5494378,-3.0700798,49,39,0,1.0
-0.4491273,-5.2443166,48,36,0,4.0
0.33492196,-3.446135,49,7,0,0.0
7.9191575,-1.6366374,50,184,0,0.0
0.9023257,0.010105755,56,199,0,0.0
-11.610386,-0.86915374,52,178,0,1.0
-1.2113283,-2.3203192,48,143,0,0.0
-0.17311887,3.5694818,55,Tm20,0,0.0
0.29450765,-6.658916,52,6,0,0.0
-1.2837101,-4.2704477,48,11,0,1.0
2.3122272,6.9769335,53,T4/T5,0,0.0
-10.480364,8.59994,49,G-KC,1,7.0
-3.9589553,1.3898708,53,131,0,0.0
1.8506244,-8.807221,52,LLPC1,0,1.0
1.5476145,5.7861137,53,T4/T5,0,0.0
0.19384098,-8.868267,49,dFB_A,0,1.0
8.342427,5.26736,51,ENS,0,0.0
2.113684,-9.198022,52,LLPC1,0,1.0
-6.151205,1.0110599,49,Mi9,0,0.0
-3.036694,0.10414425,49,109,0,0.0
5.911683,5.0149612,57,65,0,2.0
-7.8756742,2.25057,51,Tm3,0,0.0
-2.5282276,11.65123,52,Dm8/Dm11,0,0.0
2.6439054,-0.7082679,54,201,0,0.0
1.387914,-3.401488,49,67,0,0.0
0.17467266,-4.4154854,48,86,0,2.0
1.6537201,-2.9834063,49,114,0,0.0
2.196306,6.5140166,53,T4/T5,0,0.0
-9.477183,8.40793,49,G-KC,1,4.0
-4.5577683,-6.244364,51,OPN,0,1.0
10.6655445,6.4313745,51,ENS,0,0.0
-4.046035,-5.8925858,50,14,0,3.0
1.6655359,-5.4386077,49,23,0,1.0
-1.2595061,-3.186656,48,11,0,0.0
-2.3104775,-11.897343,50,Mi15,0,1.0
-4.7011724,7.3134403,52,Tm4,0,0.0
-2.4492521,-12.298887,50,Mi15,0,0.0
-11.427628,2.4819818,49,T2,0,0.0
-0.8680819,9.237952,49,5,0,1.0
-2.779542,-4.6885824,50,18,0,0.0
-6.0448127,5.481234,50,Tm9,0,0.0
7.0808215,8.558056,57,AST,0,0.0
1.7151607,5.6950502,53,T4/T5,0,0.0
-3.9562218,1.3867563,53,131,0,0.0
1.8634315,-1.6223963,49,Dm12,0,0.0
-1.863007,-7.363614,49,8,0,0.0
2.3440573,6.356537,53,T4/T5,0,1.0
4.823225,-1.1905797,54,15a,0,0.0
-13.925939,-2.335404,50,T1,0,0.0
0.46927896,-6.048353,52,6,0,1.0
-3.3344445,-2.331332,49,LC4,0,1.0
7.1001,0.7977729,52,Lawf1,0,3.0
1.9976043,5.310868,53,T4/T5,0,0.0
3.892632,-0.9839953,54,15a,0,0.0
2.785819,6.6090965,53,T4/T5,0,0.0
-10.478531,8.050539,49,G-KC,1,7.0
-3.1217313,8.128735,51,26,0,0.0
3.3979037,-0.29908204,50,170,0,1.0
-4.341663,-5.2235093,50,14,0,6.0
4.9638777,0.17007904,54,Dm3,0,0.0
-13.145065,1.7945683,49,T3,0,0.0
1.3971819,-4.2729263,49,114,0,0.0
-5.3834434,-1.5125281,49,42,0,0.0
-1.6134795,-3.008454,48,12,0,0.0
-1.1149087,0.64318,56,19,0,0.0
2.1069543,-2.3963902,49,Dm12,0,0.0
-0.71314836,0.9853847,56,80,0,0.0
5.0516253,0.5923509,54,Dm3,0,1.0
3.0456336,5.93119,53,T4/T5,0,0.0
0.4964594,0.9530291,56,34,0,1.0
-4.6641603,2.6204677,52,61,0,0.0
-8.169701,-3.7013016,53,173,0,0.0
-0.15493643,-8.770682,51,115,0,0.0
-5.7750626,1.9889278,50,PB4/5,0,2.0
-2.209296,-4.9407544,50,66,0,3.0
9.187306,2.5664964,52,CTX,0,0.0
-7.7974277,2.500501,51,Tm3,0,0.0
-1.0648735,-0.49657482,56,80,0,1.0
-11.134023,2.0392134,49,T2,0,0.0
-2.6859746,2.51193,55,127,0,1.0
-0.81549233,-2.7990549,48,11,0,0.0
-2.4719827,-5.9623556,50,18,0,1.0
-3.9648204,1.4346558,53,131,0,1.0
-1.7667688,-0.51235664,49,LC10a/b,0,1.0
2.0868108,1.4696518,51,87,0,0.0
2.5076742,6.3005157,53,T4/T5,0,1.0
1.0156143,-8.415162,52,49,0,0.0
-7.242255,3.2759826,51,142,0,0.0
-8.030639,2.3545573,51,Tm3,0,0.0
10.497169,2.0493193,52,CTX,0,0.0
10.904516,3.336909,51,PNG,0,0.0
-2.4520504,12.258693,52,Dm8/Dm11,0,0.0
1.4854424,-2.7580245,49,120,0,1.0
-7.369864,-5.1121893,53,Poxn,0,1.0
-7.4671493,-1.4625632,49,200,0,0.0
-2.0747867,1.3817574,56,19,0,0.0
-3.0818427,-0.38500342,49,LC10a/b,0,0.0
1.1751337,-4.1643295,49,7,0,0.0
-1.3781829,-3.0281188,48,143,0,1.0
8.519436,8.217221,57,AST,0,0.0
-11.321307,2.1869488,49,T2,0,0.0
9.401366,6.597138,51,ENS,0,0.0
-0.8756195,-2.2301643,51,91,0,1.0
-3.4690864,-5.5475917,50,174,0,5.0
-0.59443444,3.255794,55,Tm20,0,0.0
-0.6836971,-3.3533547,48,11,0,2.0
-0.10114083,1.2003961,56,80,0,0.0
4.242487,2.5168204,50,L4/L5,0,0.0
-13.546327,-2.6491563,50,T1,0,0.0
-7.3873577,3.1488984,51,142,0,0.0
0.21593924,-2.426572,51,53,0,0.0
-6.084611,10.4544,50,T2a,0,0.0
-3.771782,0.35923383,49,Tm5c,0,0.0
-2.7727127,5.127308,50,Tm2,0,0.0
-10.022024,8.111545,49,G-KC,1,3.0
-3.2938247,8.309398,51,26,0,0.0
-10.936796,2.3573596,49,T2,0,0.0
0.944455,-2.3703258,49,78,0,2.0
-6.4816284,-8.555364,50,81,0,1.0
-3.0965366,-9.705862,49,Pm4,0,1.0
4.7578135,-1.0429618,54,15a,0,1.0
0.17866598,8.650157,49,5,0,0.0
-11.161917,8.034203,49,G-KC,1,5.0
-1.8905306,2.6994011,55,69,0,1.0
-11.180527,6.011275,49,A/B*-KC,1,0.0
0.09014847,-2.4896574,48,106,0,0.0
1.9691674,-8.681208,52,LLPC1,0,0.0
-7.2685504,3.2882273,51,142,0,0.0
1.3068267,2.0221078,56,57,0,0.0
-0.88246167,-4.2999363,48,36,0,0.0
-3.1022873,0.9296132,49,136,0,0.0
-2.611896,8.300913,51,26,0,0.0
2.7143598,7.1259084,53,T4/T5,0,0.0
0.48157257,-3.6690195,48,114,0,0.0
8.592786,-2.9489686,51,PLM,0,0.0
-2.2983017,-1.5593759,49,LC10a/b,0,1.0
-9.48491,6.1538253,50,A/B-KC,1,2.0
-0.15445511,2.1223335,55,Tm20,0,0.0
-5.8815784,-3.1839433,51,58,0,1.0
2.8474047,0.016491424,54,72,0,1.0
1.0084374,1.7415562,56,57,0,1.0
-3.473888,8.273169,51,26,0,0.0
2.5941799,11.523022,51,C3,0,2.0
0.27968714,-6.223922,52,6,0,0.0
-4.607747,6.8894563,52,Tm4,0,1.0
-4.036472,-4.0785503,49,63,0,0.0
-5.6639795,4.897003,50,Tm9,0,1.0
3.0054908,6.1815724,53,T4/T5,0,2.0
2.65181,5.8632193,53,151,0,0.0
4.0765185,3.7993925,52,L2/L3,0,1.0
-4.3068624,-6.474423,51,OPN,0,1.0
-1.2361584,-4.64978,50,106,0,1.0
-0.8112092,0.89491403,55,55,0,0.0
-12.967461,2.1031687,49,T3,0,0.0
-4.1244545,-4.797558,50,PB2,0,1.0
-5.7043386,10.678443,50,T2a,0,0.0
1.6032356,5.7750816,53,T4/T5,0,0.0
2.3530645,7.121564,53,T4/T5,0,0.0
2.4527793,5.9186497,53,T4/T5,0,0.0
4.0021577,-1.1202884,54,15a,0,0.0
-3.2917764,-1.9211419,49,89,0,0.0
-2.6272008,8.428649,51,26,0,0.0
-2.3248858,-5.21294,50,18,0,1.0
5.5749598,0.61151797,54,Dm3,0,0.0
-3.25896,-4.5522614,50,14,0,4.0
-0.31073764,-0.7606069,48,27,0,0.0
2.5196352,-2.0283072,49,Dm12,0,1.0
-1.8018408,-2.132845,48,99,0,0.0
0.26108578,-3.3185227,48,106,0,1.0
1.8107339,6.148488,53,T4/T5,0,1.0
-2.4072297,-11.994308,50,Mi15,0,0.0
-5.6552873,-4.4716973,49,39,0,0.0
-14.213178,-2.6506894,50,T1,0,1.0
2.1249998,6.8300285,53,T4/T5,0,0.0
-2.869728,-11.104825,50,SER,0,1.0
2.9331136,6.96398,53,T4/T5,0,0.0
-0.14574188,3.207171,55,Tm20,0,0.0
-6.997676,-4.924638,53,Poxn,0,1.0
5.715185,4.23767,57,65,0,0.0
4.128498,-3.1860032,50,24,0,0.0
-10.348896,-6.8673615,49,Mi1,0,0.0
0.3267063,-2.3277884,49,Dm12,0,0.0
1.4576335,-5.3865924,49,23,0,1.0
-5.7385764,0.89170516,49,Mi9,0,0.0
-2.9507563,11.369298,52,Dm8/Dm11,0,0.0
-9.7941,-0.6032427,50,121,0,0.0
-1.6190035,-3.182165,48,64,0,1.0
-2.2627778,-5.231767,50,18,0,1.0
0.79306155,-1.7661176,51,53,0,1.0
-7.7031064,2.135478,51,Tm3,0,0.0
1.8314426,1.1000341,51,87,0,0.0
1.9234859,0.5501846,51,97,0,0.0
2.4904366,7.1869645,53,T4/T5,0,0.0
1.7739184,5.651402,53,T4/T5,0,0.0
-11.673534,8.253303,49,G-KC,1,3.0
0.15090138,9.356812,49,5,0,0.0
-7.9600773,2.1900454,51,Tm3,0,0.0
-2.8087564,0.08507069,49,109,0,0.0
1.7699672,5.693911,53,T4/T5,0,0.0
-6.1844525,-3.7742515,51,58,0,1.0
3.7854352,-2.320575,50,LPi-34,0,0.0
5.1397405,10.449589,52,Dm9,0,2.0
-3.450796,-4.3617077,51,OPN,0,0.0
7.020468,3.328121,51,33,0,1.0
-0.8768621,-5.225272,48,30,0,1.0
-11.391147,5.748352,49,A/B*-KC,1,2.0
-0.20631097,5.0821033,49,177,0,0.0
-0.003099051,8.83902,49,5,0,0.0
1.5370618,-2.3108776,49,78,0,1.0
0.6762526,1.6754102,56,57,0,0.0
-9.457081,6.2406383,50,A/B-KC,1,2.0
-0.70747167,0.11087778,56,80,0,3.0
9.786029,4.420183,51,ENS,0,0.0
-3.8362684,-3.3449848,49,35,0,2.0
2.0701795,6.0821066,53,T4/T5,0,0.0
-0.3119453,9.69326,49,5,0,1.0
-1.8767692,-5.0181403,50,30,0,2.0
-11.43175,-3.9435124,53,192,0,0.0
-0.5219388,-2.983254,48,38,0,0.0
-0.7886176,9.022047,49,5,0,0.0
-5.3959355,-0.31444243,49,195,0,0.0
-0.59833676,-4.048282,48,11,0,0.0
-0.88715094,0.47430608,56,113,0,0.0
-1.149353,-5.8943844,49,86,0,0.0
6.7320232,8.410397,57,AST,0,0.0
-7.3658967,2.3210113,51,Tm3,0,0.0
8.647684,1.0966349,50,CSM,0,1.0
2.8579588,-3.0866582,49,119,0,0.0
-3.2136898,0.2577203,49,109,0,0.0
-9.25351,-2.2002583,50,Pm1-3,0,1.0
-0.15944706,3.6446733,55,Tm20,0,0.0
0.052176367,1.2261631,56,34,0,0.0
-11.072006,2.6619353,49,T2,0,0.0
4.6808586,5.3661885,57,65,0,1.0
-4.34858,3.891874,50,177,0,1.0
-6.220739,10.510057,50,T2a,0,3.0
-2.0207026,-5.1601176,50,12,0,2.0
7.444487,0.22155422,50,CSM,0,2.0
-4.378844,7.0811625,52,Tm4,0,1.0
-0.5240447,3.4250581,55,Tm20,0,0.0
-2.2481835,-7.2468977,49,8,0,1.0
0.9845081,1.3219094,56,57,0,2.0
2.443293,6.42686,53,T4/T5,0,0.0
1.8362048,-8.437492,52,LLPC1,0,0.0
7.164051,3.673167,51,33,0,0.0
-0.48870152,-7.8283267,51,115,0,0.0
1.2306867,-4.643247,49,7,0,0.0
2.833529,-0.45849302,54,125,0,0.0
-1.8184469,0.21929717,56,19,0,0.0
-0.38210517,-5.432121,48,94,0,1.0
4.728532,0.63712233,54,Dm3,0,0.0
-2.9107983,-2.2119257,49,63,0,0.0
-4.16258,-3.686405,49,35,0,0.0
-1.1520045,0.76132745,56,80,0,0.0
-2.3407555,1.4150537,56,19,0,0.0
-5.484629,5.4267054,50,Tm9,0,0.0
6.6104674,3.2070367,51,33,0,1.0
1.751813,5.555158,53,T4/T5,0,0.0
0.23052849,-6.437732,52,6,0,0.0
0.10360504,9.428794,49,5,0,0.0
-5.4233413,10.937645,50,T2a,0,0.0
-14.187028,-2.723547,50,T1,0,3.0
-4.7154193,-11.591759,50,OCTY,0,0.0
-1.5170643,2.7629156,55,83,0,0.0
0.15659061,9.106302,49,5,0,1.0
-10.368422,-6.5123096,49,Mi1,0,0.0
0.037236318,0.061532233,56,80,0,0.0
1.754589,6.7671866,53,T4/T5,0,0.0
1.5155536,0.41122675,51,97,0,0.0
-3.3975534,-5.4499774,50,14,0,3.0
-4.0325236,4.209875,50,Clock_C,0,0.0
-1.6284412,-0.96952724,48,27,0,0.0
6.825804,0.6639934,52,Lawf1,0,2.0
4.2008715,0.3446048,54,Dm3,0,0.0
-0.9235963,-5.884382,50,30,0,0.0
0.6949874,-7.4270177,52,6,0,0.0
-2.971014,7.9383793,51,26,0,0.0
3.3133447,-3.4250243,49,162,0,1.0
-13.214189,-2.2556007,50,T1,0,0.0
1.1883173,-6.1753993,49,23,0,0.0
3.3425846,-1.802255,50,170,0,1.0
2.4296103,7.174685,53,T4/T5,0,0.0
-0.94192064,-3.4443028,48,11,0,1.0
0.35198778,8.408478,49,5,0,0.0
-1.2439106,0.92330295,55,83,0,0.0
0.9188595,-3.2963226,49,78,0,2.0
-0.1875257,-4.804851,48,38,0,0.0
3.562529,1.2872471,50,170,0,0.0
-8.549384,-1.6167259,50,154,0,0.0
-0.09211,-6.0032187,48,Capa,0,2.0
-0.30301073,-9.769347,51,98,0,4.0
-0.21870577,-4.464941,48,86,0,0.0
0.9790757,1.8371153,56,57,0,0.0
-1.0791149,-3.6007352,48,143,0,0.0
-2.359627,-5.395277,50,18,0,2.0
-3.9280627,-5.1557064,50,14,0,7.0
1.4331784,2.1085732,56,57,0,0.0
-1.7130773,-8.44223,49,8,0,0.0
-3.1694477,-4.164417,50,79,0,1.0
2.4062138,-5.1263595,49,119,0,1.0
-12.94184,1.85534,49,T3,0,0.0
9.397476,3.8398845,51,ENS,0,0.0
-6.587936,-7.8727293,50,81,0,0.0
0.81954104,-1.9839988,48,Dm12,0,0.0
-3.7190728,1.6825873,49,104,0,0.0
-10.169151,8.649339,49,G-KC,1,3.0
4.419549,-2.8196902,50,24,0,1.0
-5.671978,0.7873116,49,Mi9,0,0.0
-6.345322,10.278574,50,T2a,0,0.0
0.1105593,9.746039,49,5,0,0.0
-0.95316267,1.8703278,55,144,0,0.0
-0.17592448,-4.7349024,48,36,0,0.0
2.4825764,-2.136114,49,Dm12,0,0.0
9.632694,5.6157007,51,ENS,0,0.0
-1.8474115,-4.798703,50,66,0,0.0
-0.7224013,0.7714784,55,55,0,0.0
-10.598638,-6.705738,49,Mi1,0,1.0
0.3307255,9.278702,49,5,0,1.0
-1.3576564,-5.3066854,50,30,0,2.0
-3.6196377,-3.6164691,49,95,0,0.0
-1.981755,0.6394022,56,19,0,0.0
-10.71444,-6.7535167,49,Mi1,0,0.0
0.8057226,-4.3965607,49,62,0,0.0
2.5563717,6.97848,53,T4/T5,0,0.0
1.3780079,-5.321833,49,23,0,0.0
9.262235,2.2560437,52,CTX,0,0.0
2.4142334,-5.199255,49,32,0,2.0
-6.4370403,10.044788,50,T2a,0,0.0
-7.9219255,2.200687,51,Tm3,0,0.0
0.91204387,-4.8609524,49,62,0,2.0
11.05252,6.2663636,51,ENS,0,0.0
-0.49962762,-0.6024498,48,184,0,0.0
1.328764,-3.321988,49,78,0,0.0
1.2851291,-4.6309257,49,62,0,2.0
-1.5597658,-0.40163586,56,80,0,0.0
-4.409011,2.077457,53,131,0,1.0
-6.208246,10.025305,50,T2a,0,0.0
3.7937725,-1.091957,54,15a,0,0.0
-4.8962173,3.0771313,52,61,0,0.0
-0.8070738,9.2033415,49,5,0,0.0
-7.4713593,0.2586848,51,TmY5a,0,0.0
1.1192464,-6.799638,52,6,0,0.0
-1.9279897,-3.4097333,48,11,0,0.0
-1.6323181,2.3901412,55,69,0,0.0
0.41964743,8.838196,49,5,0,0.0
-0.16601136,10.00408,49,5,0,0.0
-7.1693034,-1.547521,49,200,0,0.0
3.4996967,-0.8313429,54,15a,0,0.0
-0.46078157,-2.9408548,48,38,0,0.0
-11.322758,2.310485,49,T2,0,0.0
4.940797,0.27328974,54,Dm3,0,0.0
-7.790398,2.1130147,51,Tm3,0,1.0
-2.0925589,-5.2975383,50,150,0,4.0
-4.0769925,-4.4996004,51,168,0,1.0
-4.465406,6.7019887,52,Tm4,0,0.0
-0.55869204,2.352875,55,Tm20,0,1.0
-2.6080344,-7.9974074,49,84,0,0.0
2.3070273,5.5872602,53,T4/T5,0,0.0
1.1369288,-3.6867082,49,7,0,0.0
1.817475,6.413042,53,T4/T5,0,0.0
-3.5863242,6.8394685,52,Tm4,0,0.0
6.9149995,3.3654416,51,33,0,0.0
0.79446715,-4.065273,49,7,0,1.0
0.34206665,-8.747212,49,dFB_A,0,2.0
1.7783704,-13.36015,49,Tm1/TmY8,0,0.0
-1.6858591,-5.0031934,48,12,0,0.0
-4.3259654,-1.2689781,49,77,0,1.0
-1.2209737,-4.0228825,48,36,0,0.0
-0.40640444,1.4631389,56,34,0,1.0
-1.7152423,-6.6848183,50,SER,0,6.0
-0.5259217,-2.7675264,48,25,0,0.0
-1.0115842,-2.2771108,51,91,0,0.0
0.58866626,1.1429135,56,34,0,0.0
-1.9904145,2.131954,55,83,0,1.0
-1.4684651,0.24891187,56,19,0,0.0
8.229565,4.1939163,51,33,0,0.0
-4.320877,6.874267,52,Tm4,0,0.0
1.4060401,5.820368,53,T4/T5,0,0.0
-4.4339623,7.1886296,52,Tm4,0,0.0
-4.9506197,-1.1459821,49,42,0,1.0
-3.485295,0.57972276,49,109,0,0.0
-11.058545,2.3898313,49,T2,0,0.0
-0.3663025,1.7775172,55,55,0,0.0
-0.0031600245,4.632901,49,177,0,0.0
-4.834374,3.0916302,52,61,0,0.0
-9.531887,6.168605,50,A/B-KC,1,5.0
0.8993795,-5.861982,49,23,0,2.0
-2.1000478,-4.9722424,50,18,0,1.0
1.4561112,-7.614159,52,157,0,1.0
-4.064195,0.050421406,49,101,0,0.0
-2.8753018,-2.7554717,48,91,0,1.0
1.0545583,3.355288,52,TmY3,0,3.0
